,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
GM44450,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GM44170,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
CALCOCO2,0.74718297,-0.0043095816,-0.0054194704,0.10686407,0.10771976,-0.002534839,0.92120683,-0.0021442673,0.19541168,-0.013944852,0.3274726,-0.005775445,1.9496269,0.12206057,-0.00067264534,0.718595
MCM4,1.5130225,-0.0053202515,-0.007375597,0.4542053,0.2660767,-0.004107918,0.57491004,-0.0015755302,0.6661856,-0.016640006,0.27391782,-0.0057509155,1.8426092,0.44006312,-0.00036824448,1.1057838
PCBD1,1.1390959,-0.005059454,-0.006454967,0.3008836,0.17054819,-0.0033099814,0.7526473,-0.0014107765,0.4812601,-0.015342508,0.24136156,-0.0062605077,1.8524263,0.29405305,-0.00015747144,0.8671786
SINHCAF,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
VIM,0.57313323,-0.003866159,-0.0049051996,-2.2157952e-05,0.09419402,-0.0021488497,0.9730246,-0.0020156824,0.056847334,-0.013492801,0.30115283,-0.0060163415,1.966929,0.054123014,-0.0006788501,0.58811086
TMEM165,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
CRYAB,0.615005,-0.0042376174,-0.005144941,0.04506646,0.06658007,-0.002179591,0.9902402,-0.002045092,0.12825862,-0.0134846205,0.3237042,-0.0061219446,1.959595,0.090397455,-0.0005404076,0.63451684
CAMSAP3,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
PRKAB1,1.4715204,-0.008328098,-0.008705396,0.39261413,0.104425944,-0.004346037,0.3340884,-0.0054390966,1.0775893,-0.017346488,0.3414681,-0.006087011,1.5442295,0.43012318,-0.0035882753,1.0525825
NANOG,0.6366167,0.0071701733,-0.0064971265,-0.0034261728,-0.0010321321,0.14361015,0.2722806,-0.004228359,0.046710342,-0.0030322312,0.07452555,0.8525104,0.43721676,0.3340006,0.4727359,0.861765
GM44429,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GM13165,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
RCN3,2.0376217,-0.0056124274,-0.00879044,0.6911916,0.44095358,-0.0051055327,0.28785095,-0.0012265736,0.96041965,-0.017426878,0.25534922,-0.00479123,1.6793869,0.6494292,-0.000538938,1.3684798
PPP2R5A,0.82771754,-0.0048586396,-0.0056128083,0.12468179,0.13406636,-0.0028934584,0.8578042,-0.0019731724,0.24429736,-0.013670391,0.36180082,-0.005604012,1.9301596,0.13632701,-0.0008159059,0.7363302
CPM,0.9354222,-0.0048619146,-0.0060322667,0.18029326,0.14425884,-0.0029896204,0.8394089,-0.0020392889,0.32054645,-0.014660812,0.31249663,-0.0059079546,1.9262717,0.20948628,-0.0006172559,0.7804311
TAF5,1.6952771,-0.0053284275,-0.0077028107,0.5293145,0.32380828,-0.0044757864,0.4816543,-0.0014585991,0.74856246,-0.016650904,0.29561672,-0.005100359,1.7953866,0.4879322,-0.00044954507,1.212717
TIMP2,1.7080321,-0.0057027284,-0.008215456,0.55770355,0.33709958,-0.0044964505,0.4550863,-0.0013887984,0.8157979,-0.017378507,0.21365437,-0.0059465636,1.7681947,0.56077075,-0.0003773862,1.1649189
RNPEP,1.710838,-0.0056857783,-0.008290231,0.56066513,0.34143767,-0.004465056,0.45324403,-0.0013702774,0.8255975,-0.01745682,0.2007601,-0.0060346453,1.752506,0.5704373,-0.0003217452,1.1536065
SLC38A2,0.7007785,-0.004341764,-0.005022304,0.075041056,0.09724482,-0.0025014388,0.9310446,-0.0017831194,0.15653811,-0.013123884,0.34662285,-0.0058766142,1.9456978,0.10160787,-0.0005531159,0.69069445
COBLL1,1.1318114,-0.0050411266,-0.00646769,0.26929164,0.19082692,-0.0033732157,0.75518155,-0.0019712534,0.4235274,-0.015213767,0.32917967,-0.0057186633,1.9098082,0.26629257,-0.0006939754,0.89738214
SIN3B,1.7075417,-0.0057063717,-0.008232106,0.55722934,0.336521,-0.0044822125,0.4561853,-0.0013809174,0.81497806,-0.017376946,0.21391782,-0.0059583164,1.7686138,0.5613165,-0.00038692952,1.1660461
FOXA2,0.62129796,-0.0041395533,-0.0050109164,0.045858093,0.07334894,-0.0022456571,0.9879836,-0.0019995633,0.12643372,-0.013322767,0.3335825,-0.0059277704,1.9571769,0.072559625,-0.00058715156,0.6499932
ETL4,1.3237368,-0.005290386,-0.0073317685,0.4050679,0.23503791,-0.0037395821,0.63394284,-0.0015021368,0.59326833,-0.015670842,0.24865687,-0.0058788755,1.8407571,0.38591552,-0.00040567055,0.986816
SERBP1,1.7167426,-0.005677052,-0.008375478,0.5648334,0.34682813,-0.004433553,0.4479239,-0.0013721054,0.8350656,-0.017484881,0.18794833,-0.0060732476,1.7312899,0.5804063,-0.0002628804,1.1419808
MCFD2,6.2941527,-0.0022269203,-0.02036946,1.8421904,1.5256916,-0.0144192,-0.017580349,-0.0038153157,3.4324603,-0.027490288,0.87330014,0.6992586,0.34934175,2.4571579,0.016914412,3.5863445
AMPD2,6.45583,-0.00574956,-0.02283576,2.3792217,1.9962386,-0.012338086,-0.019032797,-0.0019343444,3.4989612,-0.027521167,0.29648235,0.104604706,-0.00075451296,2.6279185,0.27587992,3.8754084
SLC7A3,1.5374278,-0.0052480376,-0.007462935,0.45623255,0.2868718,-0.0041540815,0.5611483,-0.0017273459,0.66019917,-0.016562218,0.29468143,-0.0054524182,1.8407848,0.43785334,-0.0005498439,1.1242397
EIF2S2,1.3358167,-0.007359763,-0.0033627567,0.1346098,0.5029772,-0.00699987,0.23385479,-0.002698232,0.6668285,-0.012681472,0.17548642,-0.0016107705,1.6822038,0.34964326,-0.0006644851,0.96796715
MEF2C,0.14257362,0.05464762,-0.004159548,-0.004316663,-0.0021856744,0.16055149,0.43580332,-0.0039626798,-0.0013392123,-0.002569664,0.046199318,0.7196589,0.50680274,0.1327902,0.50543904,0.69397986
RETREG2,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
KCNG1,0.6615472,-0.004136668,-0.00504079,0.062264085,0.0782855,-0.0023557662,0.9906639,-0.0020612637,0.14058766,-0.013779849,0.3398231,-0.006094795,1.9745176,0.08105056,-0.00047867006,0.6844654
GM7993,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
ZFP979,5.7395034,-0.00024548575,-0.016458893,2.811412,1.3878795,-0.012612612,-0.017302543,0.015758425,3.4859927,-0.031910658,-0.00073649135,-0.0036878856,-0.0016196375,2.914642,0.89387083,4.1624026
AES,0.26417178,-3.4303312e-06,-0.00509918,-0.0034168395,-0.0022531317,0.117600285,0.39574614,-0.0038511918,-0.0010971689,-0.0033312615,0.045350816,0.61794674,0.6518903,0.12019232,0.50172365,0.7302003
YEATS4,6.2412195,-0.0065428764,-0.019738177,2.5888677,1.8981472,-0.012407746,-0.016252426,-0.0006026634,3.5454328,-0.026139485,0.5356108,0.17018858,-0.00042997964,2.343915,0.39287397,4.034258
SFPQ,6.419756,-0.0058109597,-0.02285921,2.3985384,1.971721,-0.01217792,-0.018971454,-0.0021725043,3.5088727,-0.027151007,0.31419295,0.12833694,-0.0008980636,2.6423025,0.25915897,3.891209
PLA2G1B,1.2008772,-0.0049740174,-0.006459758,0.30216074,0.21244907,-0.003485594,0.7177582,-0.0016525624,0.46307564,-0.015187817,0.32998294,-0.005586487,1.8891871,0.2859037,-0.00068023545,0.94775325
PFAS,1.5123466,-0.0053240443,-0.0073929783,0.45433077,0.2680708,-0.004092419,0.5771694,-0.0015766093,0.6638419,-0.016655,0.2732776,-0.0057330327,1.8438475,0.4379962,-0.00035536094,1.1071846
NFYB,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GTF2I,1.3863094,-0.0050899116,-0.00725382,0.38498753,0.25354558,-0.0037459068,0.6417122,-0.0019736823,0.57313484,-0.01657285,0.27740666,-0.0059647397,1.8655407,0.3969493,-0.0004957806,1.0321923
1810032O08RIK,5.7395034,-0.00024548575,-0.016458893,2.811412,1.3878795,-0.012612612,-0.017302543,0.015758425,3.4859927,-0.031910658,-0.00073649135,-0.0036878856,-0.0016196375,2.914642,0.89387083,4.1624026
CALU,1.6442401,-0.0047494895,-0.0068618827,0.4727824,0.39612752,-0.0043113455,0.41975543,-0.00090117124,0.67353445,-0.01497714,0.30220607,-0.0037304433,1.6840966,0.4605308,-0.00088282017,1.1374215
SLC9A6,1.114458,-0.0045583216,-0.007815193,0.34035888,0.26583,-0.004692048,0.762663,-0.0007966329,0.6269704,-0.015023031,0.28959587,-0.0057960944,1.8734779,0.23345838,-0.0014177201,0.8774465
NRG2,0.3799679,-0.0038666022,-0.004492316,-0.00017843,0.024335932,-0.001424708,1.0202876,-0.002515084,-0.00013515771,-0.012413834,0.30804032,-0.00604961,1.9367852,0.028037399,-0.0009772021,0.4968664
GNS,6.4202614,-0.0058072535,-0.022839213,2.3989003,1.9721154,-0.012194765,-0.01898264,-0.0021852588,3.5095189,-0.027157035,0.3141057,0.12942573,-0.000902193,2.641251,0.26050782,3.8898463
MYO7A,1.5640485,-0.0054611084,-0.0073793624,0.47881678,0.2825289,-0.0042040036,0.5566856,-0.0014039148,0.6961229,-0.016452966,0.27379033,-0.0055518155,1.8088408,0.43666327,-0.0004031577,1.1136146
DEK,0.8490547,-0.004619281,-0.0053175604,0.15291573,0.118995324,-0.0027630778,0.8742782,-0.0015501248,0.25706938,-0.013690798,0.33808488,-0.00594617,1.9212124,0.16339497,-0.00042490533,0.7686005
ZFP980,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
NR5A2,0.5411549,0.030021112,-0.006051839,-0.0035012525,-0.0013200638,0.14715698,0.339344,-0.004218067,-0.00033124594,-0.0030032066,0.08481787,0.815245,0.4932639,0.26356983,0.4815491,0.8462927
ARHGAP21,1.5101787,-0.0055107097,-0.0077460133,0.4797368,0.28143916,-0.0041164802,0.5497063,-0.0014377987,0.70184726,-0.016506432,0.23398355,-0.005918807,1.8109577,0.46701527,-0.00039823912,1.0742416
GAS6,1.1329762,-0.0050505227,-0.00648289,0.29770213,0.19131033,-0.0033136406,0.7465253,-0.00180732,0.4360678,-0.014870371,0.30645972,-0.0056035155,1.8884828,0.2731952,-0.000554739,0.90014756
LY75,0.6292552,-0.00594091,-0.0062951855,0.18241481,0.067854136,-0.0020741262,0.8761846,-0.0003001892,0.29173076,-0.014659501,0.32551053,-0.0059864055,1.9781637,0.16583937,-0.0018382234,0.5756667
PROX1,0.7483642,-0.004153653,-0.0052870284,0.100538485,0.11876091,-0.002632668,0.9033961,-0.0021179945,0.18077967,-0.013772143,0.33001482,-0.0056257863,1.9418828,0.12433958,-0.0006996386,0.7336764
SUB1,1.7167426,-0.005677052,-0.008375478,0.5648334,0.34682813,-0.004433553,0.4479239,-0.0013721054,0.8350656,-0.017484881,0.18794833,-0.0060732476,1.7312899,0.5804063,-0.0002628804,1.1419808
GM24488,6.4200335,-0.0058082896,-0.02284703,2.399193,1.9734327,-0.012188019,-0.018973976,-0.0021828844,3.5087345,-0.027160391,0.3135463,0.13069203,-0.0008971573,2.6405954,0.26099014,3.8904955
GM42413,6.4147015,-0.005597978,-0.023098351,2.402043,1.9591081,-0.0122764595,-0.019266162,-0.0020793958,3.5217586,-0.027424105,0.28807095,0.11177318,-0.001167405,2.6673682,0.2809347,3.9088173
NPHS1,0.39108354,-0.006631497,-0.0053443275,-0.0010575922,-0.001382026,-0.0022440227,0.86129797,-0.005776354,0.3422639,-0.0130831115,0.47460407,-0.005827261,1.7896166,-0.00061150105,-0.003711213,0.5696266
PLATR10,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
NFATC1,0.43958035,-0.0040279846,-0.0046796743,-0.000208197,0.04042777,-0.0017222407,1.0212073,-0.0022869343,0.016181648,-0.012610236,0.3211053,-0.0058806883,1.9536254,0.032047987,-0.00081095664,0.5334205
BTG2,0.8882915,-0.0029059446,-0.004127254,0.51946276,0.32006386,-0.0007371405,1.0263656,0.03884217,0.12425366,-0.013461467,0.034556966,-0.004396776,1.5545201,0.104610965,-0.0022871632,0.85929424
HIST1H2BK,1.5886879,-0.004631173,-0.0071756397,0.6423739,0.23688518,-0.0045119626,0.47957045,-0.00093201874,0.83056974,-0.018379692,0.11506617,-0.007010986,1.7178171,0.63175523,0.09286228,1.193251
MED4,6.2941527,-0.0022269203,-0.02036946,1.8421904,1.5256916,-0.0144192,-0.017580349,-0.0038153157,3.4324603,-0.027490288,0.87330014,0.6992586,0.34934175,2.4571579,0.016914412,3.5863445
HSP25-PS1,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
NEU1,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
USP9X,1.3237368,-0.005290386,-0.0073317685,0.4050679,0.23503791,-0.0037395821,0.63394284,-0.0015021368,0.59326833,-0.015670842,0.24865687,-0.0058788755,1.8407571,0.38591552,-0.00040567055,0.986816
MIR291B,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
P3H1,6.0803013,-0.009485162,-0.02327316,2.1604867,1.6364213,-0.012094367,-0.020582711,-0.007845136,3.8480794,-0.026962867,0.5268225,0.12956616,-0.0035086938,2.4320073,-0.0020039286,3.7639658
SMARCC1,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
CDCA7,1.3463832,-0.0055526057,-0.006669328,0.35277626,0.2390172,-0.004015883,0.6214831,-0.0014955596,0.56276786,-0.015689695,0.3327312,-0.005657463,1.8777442,0.3299567,-0.00087382045,0.9894989
CKAP4,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
FOXP1,1.0059679,-0.004702912,-0.0060304212,0.23632352,0.15603822,-0.003028957,0.80775857,-0.0019415298,0.3565951,-0.014753246,0.3218253,-0.0057563055,1.9183655,0.21320386,-0.0006741961,0.856782
PDPN,0.7850425,-0.0043572304,-0.005334015,0.1251042,0.110670224,-0.0026696809,0.91456866,-0.0017312039,0.21819933,-0.013572504,0.34423378,-0.005572539,1.9502666,0.114881165,-0.00076545426,0.755998
ENAH,1.005734,-0.004385765,-0.0061707622,0.28662464,0.08674538,-0.0023643544,0.86987877,-0.0024530748,0.28644785,-0.014910218,0.24833503,-0.0067304564,1.9379945,0.15317608,-0.00020157926,0.8585743
ALPL,1.5125012,-0.0053176717,-0.007412839,0.45587346,0.26525715,-0.0040864665,0.5807682,-0.0015579181,0.67280006,-0.016759876,0.26590005,-0.0058646924,1.8381586,0.4426222,-0.00031443976,1.0969721
MYL6,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
PIAS1,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
MT2,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GAA,1.6076698,-0.0055263075,-0.0076734344,0.5041208,0.29915306,-0.0042745336,0.5294759,-0.0013805276,0.739137,-0.016855188,0.2481978,-0.0057854573,1.7946405,0.47936317,-0.0003554017,1.1229982
GM25701,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
POLE4,1.9261247,-0.004780706,-0.008707484,0.77358174,0.32879516,-0.0037276426,0.43134347,-0.0023096532,0.73460495,-0.016724313,0.22261167,-0.0058627944,1.7579372,0.41910967,-0.00025059454,1.3968898
ECPAS,6.028946,-0.0036074044,-0.026121374,2.3574026,2.2030072,-0.016294917,-0.016747763,0.007889181,3.8236332,-0.025444167,0.4682135,0.23971702,-0.00015222847,2.285681,-0.0013453919,3.7218053
NOTUM,0.86020136,-0.004538119,-0.0056962417,0.15483776,0.1272159,-0.0027398663,0.87177014,-0.0021347024,0.26182976,-0.014333369,0.31930348,-0.0058011175,1.9367814,0.17408656,-0.000674064,0.7709164
MIR297A-2,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
BEX3,6.407607,-0.004536072,-0.02621673,2.5537708,1.8119007,-0.011743222,-0.01971476,-0.001725991,3.188098,-0.026180752,0.05560297,0.50873363,-0.002459086,2.5059018,0.6398995,3.5657084
FBXO15,0.6081395,-0.0048948503,-0.0051609883,0.08516103,0.041547526,-0.0017802878,0.92967427,-0.001935522,0.11479115,-0.012919891,0.33841088,-0.0059054624,1.9476922,0.053945765,-0.0010573888,0.6127863
GM26917,6.4202614,-0.0058072535,-0.022839213,2.3989003,1.9721154,-0.012194765,-0.01898264,-0.0021852588,3.5095189,-0.027157035,0.3141057,0.12942573,-0.000902193,2.641251,0.26050782,3.8898463
SLC7A7,0.99886894,-0.004558734,-0.005893584,0.2290957,0.17271282,-0.0030657288,0.7981777,-0.0019291064,0.33408803,-0.01461687,0.32670113,-0.0055176904,1.920954,0.21366224,-0.00074242085,0.86431324
SPEN,0.07925442,-0.0026990569,-0.0035449225,-0.0017497527,-0.0010062286,-0.00076336926,1.035991,-0.0023502624,-0.0015319651,-0.011103718,0.29415894,-0.005002636,1.9064326,-0.0006673424,-0.00029242516,0.40351623
SOAT1,0.95655096,-0.0045796763,-0.00576879,0.2113041,0.17127731,-0.0030153894,0.78283036,-0.001984976,0.31220108,-0.014168444,0.337965,-0.005275953,1.9028587,0.19804831,-0.0009185204,0.8420688
SSBP4,0.8736266,-0.00410177,-0.0057623014,0.22134425,0.088538274,-0.002190902,0.9111742,-0.002597624,0.18240027,-0.014123518,0.3026122,-0.0062682694,1.9696395,0.08325382,-0.0005420836,0.82221293
EBF1,0.5589864,-0.0018877336,-0.002633278,-0.0031324893,-0.00062900066,-0.0005618245,1.289552,-0.005052669,-0.002295138,-0.009662923,0.7083086,-0.0024405965,1.6586852,0.23268777,0.20038345,0.8895236
GPX3,0.8490547,-0.004619281,-0.0053175604,0.15291573,0.118995324,-0.0027630778,0.8742782,-0.0015501248,0.25706938,-0.013690798,0.33808488,-0.00594617,1.9212124,0.16339497,-0.00042490533,0.7686005
SRSF3,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
FOXD3,1.1389401,-0.003235596,-0.010328404,0.6426505,0.04369189,-0.0013705924,0.42660806,-0.0025021904,0.7753237,-0.013866833,0.11651857,-0.0077707185,1.5090826,0.4282966,0.20980883,0.9472649
RERE,1.7167426,-0.005677052,-0.008375478,0.5648334,0.34682813,-0.004433553,0.4479239,-0.0013721054,0.8350656,-0.017484881,0.18794833,-0.0060732476,1.7312899,0.5804063,-0.0002628804,1.1419808
VEZF1,1.085063,-0.0029242304,-0.0050661927,0.21728563,0.18663558,-0.002384894,0.7915449,-0.0017372039,0.49628603,-0.016123017,0.14205812,-0.0066437726,1.8666856,0.37999967,0.01469557,0.82494444
MED21,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
PAX1,6.4566236,-0.005971916,-0.021932757,2.513368,2.0864365,-0.012720582,-0.019777967,-0.003237688,3.5046403,-0.0273406,0.32071847,0.015789488,-0.0013223835,2.6990342,0.13122615,3.8200853
CLTC,1.7167426,-0.005677052,-0.008375478,0.5648334,0.34682813,-0.004433553,0.4479239,-0.0013721054,0.8350656,-0.017484881,0.18794833,-0.0060732476,1.7312899,0.5804063,-0.0002628804,1.1419808
ZBTB24,1.8650492,-0.004052203,-0.0076543395,0.5373385,0.50373816,-0.0039200354,0.22073773,-0.0016207447,0.8000685,-0.016667534,0.07805599,-0.0066628503,1.771718,0.7953943,-0.0020499933,1.1963706
CAR2,1.0991898,-0.0041069593,-0.005601894,0.36070627,0.12507407,-0.0035364893,0.7427279,-0.0016152058,0.4482416,-0.016000213,0.2688204,-0.006273965,1.8850391,0.3282355,0.028359964,0.99366695
PLOD2,0.7023474,-0.004303152,-0.0055242903,0.1030852,0.08582548,-0.0022646987,0.9497968,-0.0021133285,0.18499726,-0.013966642,0.3228592,-0.00614849,1.957835,0.11752605,-0.0007052666,0.69205385
DNAJC3,6.4202614,-0.0058072535,-0.022839213,2.3989003,1.9721154,-0.012194765,-0.01898264,-0.0021852588,3.5095189,-0.027157035,0.3141057,0.12942573,-0.000902193,2.641251,0.26050782,3.8898463
GM15421,6.4566236,-0.005971916,-0.021932757,2.513368,2.0864365,-0.012720582,-0.019777967,-0.003237688,3.5046403,-0.0273406,0.32071847,0.015789488,-0.0013223835,2.6990342,0.13122615,3.8200853
AKR1B8,1.2470273,-0.004989483,-0.0065878993,0.30950806,0.20819847,-0.0036179323,0.6985556,-0.0018601185,0.48700073,-0.015541356,0.3237491,-0.0055226414,1.8893232,0.31898326,-0.0006508465,0.96589357
RPL39L,0.7110913,-0.0071035246,-0.006267376,0.046876572,-0.0009095594,-0.0028612623,0.7247119,-0.0058166883,0.55249166,-0.014468807,0.47974914,-0.005797672,1.7611365,0.05246088,-0.0038669829,0.74380594
NONO,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GM24455,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
ARHGAP32,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
ZEB1,0.97744775,-0.0048485193,-0.0059665297,0.21322368,0.14822286,-0.0030223136,0.82514656,-0.0018296213,0.34412783,-0.0145082055,0.3366034,-0.0058273426,1.926444,0.19795328,-0.0006613609,0.8274928
NUTF2-PS2,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
RNF2,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
GM6594,6.4203687,-0.0058064084,-0.022838408,2.3991308,1.9724437,-0.012195707,-0.018985182,-0.0021823493,3.509897,-0.027152956,0.3138638,0.12980512,-0.0009032996,2.6416206,0.26035118,3.8898008
HOXD13,0.2654671,-0.003452099,-0.0044194977,-0.0009980855,-0.0002796917,-0.0011762886,1.0677785,-0.0024073394,-0.00064044324,-0.012038151,0.32642847,-0.005429864,1.9330659,-0.0002980806,-0.00053720304,0.47589922
SOD1,1.3660135,-0.0052534263,-0.007072451,0.40131527,0.23222798,-0.0038071126,0.6430651,-0.0014692895,0.5987773,-0.016113622,0.26473406,-0.006027851,1.8558791,0.3820536,-0.00034475513,1.0183178
HSPG2,0.49446046,-0.003981939,-0.0045879562,0.00050415844,0.062243186,-0.001672672,0.98184633,-0.0025503861,0.0152640045,-0.012544728,0.3367451,-0.005852994,1.9275017,0.05756077,-0.0009262775,0.5582788
ME1,0.94450355,-0.0047598546,-0.005915712,0.18742111,0.13629647,-0.002966367,0.8583243,-0.0019445958,0.32179636,-0.014696728,0.33954564,-0.0060499287,1.9409735,0.18711177,-0.0005558873,0.80976284
TUBA4A,1.5618556,-0.0053502624,-0.007512666,0.48180956,0.28579947,-0.004208414,0.5449672,-0.0015333965,0.6867862,-0.016344843,0.28982964,-0.0053502875,1.8232157,0.44267064,-0.00046409987,1.135288
TUBB4B,5.1271305,-0.0051229605,-0.012001608,1.8433369,1.8957263,-0.013138379,-0.01855685,-0.00034163072,3.3784895,-0.026441015,-0.0009996481,-0.0068082977,-0.0030307781,2.5889623,0.36541215,2.8417659
NFX1,6.0297656,-0.0028926851,-0.022547793,2.6877644,1.5795249,-0.0073686102,-0.01395828,-0.005976649,2.718811,-0.024691692,0.19917572,-0.0024559102,0.18485135,1.8347533,0.3613651,3.989328
NFIL3,0.7968321,-0.004481891,-0.0054201973,0.1232001,0.11073385,-0.002668593,0.90524244,-0.0020196564,0.21717174,-0.014061585,0.3284079,-0.005901139,1.9440079,0.12553442,-0.0005365244,0.74507797
SPARC,1.2231938,-0.0050815586,-0.006587393,0.31637508,0.2086537,-0.0035263593,0.71518517,-0.0017720261,0.48015022,-0.01540181,0.31819507,-0.0057365703,1.8902352,0.3059306,-0.000534658,0.9566262
